[2022-12-11 19:31:49,939] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.2/lib/python3.7/site-packages/multiqc_config.yaml
[2022-12-11 19:32:19,060] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,061] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,062] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,065] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,066] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Elav_pos_R4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,067] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,068] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,069] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,071] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,072] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,073] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,074] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,075] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,078] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,079] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,080] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,081] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,082] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,085] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,086] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_neg_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,087] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,088] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,089] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,092] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,093] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,094] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,095] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,096] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,098] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,099] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,100] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,101] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,102] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,105] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,107] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Fox_pos_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,108] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,109] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,110] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,112] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,114] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,115] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,116] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,117] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,119] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,120] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,121] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,122] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,123] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,126] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,127] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R3.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,128] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,129] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,130] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,133] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,134] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_neg_R4.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,135] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,136] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,137] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,139] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,140] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R1.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,141] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,142] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,144] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,146] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.quality_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,148] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R2.mLb.clN.CollectMultipleMetrics.quality_distribution_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,149] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
[2022-12-11 19:32:19,150] multiqc.modules.base_module                        [DEBUG  ]  picard/insertsize - Selecting 'Ncol_pos_R3.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it matched the path_filters for 'MERGED LIB: Picard'
