PeakID (cmd=annotatePeaks.pl Fox_neg_R2.mLb.clN_peaks.narrowPeak GCF_932526225.1_jaNemVect1.1_genomic.fna -gid -gtf Nvec_v4_merged_annotation_sort.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Fox_neg_R2.mLb.clN_peak_15139	NC_064047.1	10851855	10852101	+	48	NA	intron (Nvec_vc1.1_LOC116612381, intron 4 of 4)	-intron (Nvec_vc1.1_LOC116612381, intron 4 of 4)	3048	Nvec_vc1.1_LOC116612381	Nvec_vc1.1_LOC116612381	Nvec_vc1.1_XM_048722264			LOC116612381			NA
Fox_neg_R2.mLb.clN_peak_9632	NC_064041.1	13980261	13980481	+	48	NA	intron (Nvec_vc1.1_LOC116608282, intron 1 of 5)	-intron (Nvec_vc1.1_LOC116608282, intron 1 of 5)	604	Nvec_vc1.1_LOC116608282	Nvec_vc1.1_LOC116608282	Nvec_vc1.1_XM_032369518			LOC116608282			NA
Fox_neg_R2.mLb.clN_peak_8467	NC_064040.1	12071716	12072386	+	48	NA	exon (Nvec_vc1.1_LOC5510750, exon 2 of 2)	-exon (Nvec_vc1.1_LOC5510750, exon 2 of 2)	2480	Nvec_vc1.1_LOC5510750	Nvec_vc1.1_LOC5510750	Nvec_vc1.1_XM_032379988			LOC5510750			NA
Fox_neg_R2.mLb.clN_peak_15328	NC_064047.1	15127043	15127341	+	48	NA	Intergenic	Intergenic	15894	Nvec_vc1.1_LOC125559783	Nvec_vc1.1_LOC125559783	Nvec_vc1.1_XM_048721468			LOC125559783			NA
Fox_neg_R2.mLb.clN_peak_11084	NC_064043.1	4061046	4061385	+	48	NA	Intergenic	Intergenic	5306	Nvec_vc1.1_LOC5504548	Nvec_vc1.1_LOC5504548	Nvec_vc1.1_XM_032372849			LOC5504548			NA
Fox_neg_R2.mLb.clN_peak_9541	NC_064041.1	12804440	12804749	+	48	NA	exon (Nvec_vc1.1_LOC5516229, exon 9 of 14)	-exon (Nvec_vc1.1_LOC5516229, exon 9 of 14)	5368	Nvec_vc1.1_LOC5516229	Nvec_vc1.1_LOC5516229	Nvec_vc1.1_XM_001636318			LOC5516229			NA
Fox_neg_R2.mLb.clN_peak_9849	NC_064042.1	587818	588077	+	48	NA	exon (Nvec_vc1.1_LOC5505321, exon 1 of 16)	-exon (Nvec_vc1.1_LOC5505321, exon 1 of 16)	281	Nvec_vc1.1_LOC5505321	Nvec_vc1.1_LOC5505321	Nvec_vc1.1_XM_048732805			LOC5505321			NA
Fox_neg_R2.mLb.clN_peak_13314	NC_064045.1	9507352	9507582	+	48	NA	Intergenic	Intergenic	-11154	Nvec_vc1.1_LOC116609247	Nvec_vc1.1_LOC116609247	Nvec_vc1.1_XM_048720080			LOC116609247			NA
Fox_neg_R2.mLb.clN_peak_6263	NC_064038.1	13087204	13087417	+	48	NA	TTS (Nvec_vc1.1_LOC116614849)	-TTS (Nvec_vc1.1_LOC116614849)	2492	Nvec_vc1.1_LOC116614849	Nvec_vc1.1_LOC116614849	Nvec_vc1.1_XM_032376368			LOC116614849			NA
Fox_neg_R2.mLb.clN_peak_1986	NC_064035.1	9187799	9188022	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5521352)	-promoter-TSS (Nvec_vc1.1_LOC5521352)	-1	Nvec_vc1.1_LOC5521352	Nvec_vc1.1_LOC5521352	Nvec_vc1.1_XM_001640986			LOC5521352			NA
Fox_neg_R2.mLb.clN_peak_12449	NC_064044.1	10073553	10073984	+	48	NA	exon (Nvec_vc1.1_LOC5499925, exon 9 of 9)	-exon (Nvec_vc1.1_LOC5499925, exon 9 of 9)	16398	Nvec_vc1.1_LOC5510177	Nvec_vc1.1_LOC5510177	Nvec_vc1.1_XM_048733926			LOC5510177			NA
Fox_neg_R2.mLb.clN_peak_4095	NC_064036.1	18541826	18542141	+	48	NA	Intergenic	Intergenic	-85787	Nvec_NVE11012	Nvec_NVE11012	Nvec_NVE11012						NA
Fox_neg_R2.mLb.clN_peak_8846	NC_064041.1	691415	691810	+	48	NA	intron (Nvec_vc1.1_LOC5508390, intron 26 of 50)	-intron (Nvec_vc1.1_LOC5508390, intron 26 of 50)	-7302	Nvec_vc1.1_LOC116615504	Nvec_vc1.1_LOC116615504	Nvec_vc1.1_XM_048731306			LOC116615504			NA
Fox_neg_R2.mLb.clN_peak_8768	NC_064040.1	16931501	16932012	+	48	NA	Intergenic	Intergenic	-1173	Nvec_vc1.1_LOC116620145	Nvec_vc1.1_LOC116620145	Nvec_vc1.1_XM_032385775			LOC116620145			NA
Fox_neg_R2.mLb.clN_peak_12091	NC_064044.1	4174707	4175038	+	48	NA	intron (Nvec_vc1.1_LOC5503771, intron 5 of 17)	-intron (Nvec_vc1.1_LOC5503771, intron 5 of 17)	-6017	Nvec_v1g247508	Nvec_v1g247508	Nvec_v1g247508						NA
Fox_neg_R2.mLb.clN_peak_14826	NC_064047.1	5283582	5283903	+	48	NA	exon (Nvec_vc1.1_LOC116612401, exon 1 of 1)	-exon (Nvec_vc1.1_LOC116612401, exon 1 of 1)	-1216	Nvec_vc1.1_LOC125559894	Nvec_vc1.1_LOC125559894	Nvec_vc1.1_XM_048722081			LOC125559894			NA
Fox_neg_R2.mLb.clN_peak_4224	NC_064037.1	898428	898629	+	48	NA	Intergenic	Intergenic	-46656	Nvec_vc1.1_LOC116620223	Nvec_vc1.1_LOC116620223	Nvec_vc1.1_XM_032385921			LOC116620223			NA
Fox_neg_R2.mLb.clN_peak_9255	NC_064041.1	7000151	7000461	+	48	NA	intron (Nvec_vc1.1_LOC5515260, intron 11 of 28)	-intron (Nvec_vc1.1_LOC5515260, intron 11 of 28)	6851	Nvec_vc1.1_LOC5515260	Nvec_vc1.1_LOC5515260	Nvec_vc1.1_XM_032384861			LOC5515260			NA
Fox_neg_R2.mLb.clN_peak_13459	NC_064045.1	11885042	11885962	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5520547)	-promoter-TSS (Nvec_vc1.1_LOC5520547)	-532	Nvec_vc1.1_LOC5520547	Nvec_vc1.1_LOC5520547	Nvec_vc1.1_XM_032365534			LOC5520547			NA
Fox_neg_R2.mLb.clN_peak_9328	NC_064041.1	8172540	8172908	+	48	NA	Intergenic	Intergenic	86384	Nvec_vc1.1_LOC5500266	Nvec_vc1.1_LOC5500266	Nvec_vc1.1_XM_048731251			LOC5500266			NA
Fox_neg_R2.mLb.clN_peak_6622	NC_064039.1	1009133	1009362	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5510556)	-promoter-TSS (Nvec_vc1.1_LOC5510556)	-28	Nvec_vc1.1_LOC5510556	Nvec_vc1.1_LOC5510556	Nvec_vc1.1_XM_032379748			LOC5510556			NA
Fox_neg_R2.mLb.clN_peak_15957	NC_064048.1	10797638	10798105	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5512948)	-promoter-TSS (Nvec_vc1.1_LOC5512948)	-107	Nvec_vc1.1_LOC5512948	Nvec_vc1.1_LOC5512948	Nvec_vc1.1_XM_001633167			LOC5512948			NA
Fox_neg_R2.mLb.clN_peak_9879	NC_064042.1	1055151	1055358	+	48	NA	exon (Nvec_vc1.1_LOC125572280, exon 6 of 7)	-exon (Nvec_vc1.1_LOC125572280, exon 6 of 7)	9479	Nvec_vc1.1_LOC125572280	Nvec_vc1.1_LOC125572280	Nvec_vc1.1_XM_048732631			LOC125572280			NA
Fox_neg_R2.mLb.clN_peak_3971	NC_064036.1	16677918	16678868	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC116612056)	-promoter-TSS (Nvec_vc1.1_LOC116612056)	332	Nvec_vc1.1_LOC5514473	Nvec_vc1.1_LOC5514473	Nvec_vc1.1_XM_032383994			LOC5514473			NA
Fox_neg_R2.mLb.clN_peak_2559	NC_064035.1	17909687	17910133	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5508769)	-promoter-TSS (Nvec_vc1.1_LOC5508769)	-143	Nvec_vc1.1_LOC5508769	Nvec_vc1.1_LOC5508769	Nvec_vc1.1_XM_001629273			LOC5508769			NA
Fox_neg_R2.mLb.clN_peak_5884	NC_064038.1	6875607	6875953	+	48	NA	exon (Nvec_vc1.1_LOC5504594, exon 3 of 18)	-exon (Nvec_vc1.1_LOC5504594, exon 3 of 18)	3625	Nvec_vc1.1_LOC5504594	Nvec_vc1.1_LOC5504594	Nvec_vc1.1_XM_048727411			LOC5504594			NA
Fox_neg_R2.mLb.clN_peak_114	NC_064034.1	2387939	2388338	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC125561992)	-promoter-TSS (Nvec_vc1.1_LOC125561992)	71	Nvec_vc1.1_LOC125561992	Nvec_vc1.1_LOC125561992	Nvec_vc1.1_XM_048727215			LOC125561992			NA
Fox_neg_R2.mLb.clN_peak_9178	NC_064041.1	5802264	5802701	+	48	NA	exon (Nvec_vc1.1_LOC5506143, exon 3 of 11)	-exon (Nvec_vc1.1_LOC5506143, exon 3 of 11)	2891	Nvec_vc1.1_LOC5506143	Nvec_vc1.1_LOC5506143	Nvec_vc1.1_XM_048731702			LOC5506143			NA
Fox_neg_R2.mLb.clN_peak_10616	NC_064042.1	12846912	12847209	+	48	NA	Intergenic	Intergenic	-6011	Nvec_vc1.1_LOC5506788	Nvec_vc1.1_LOC5506788	Nvec_vc1.1_XM_001627445			LOC5506788			NA
Fox_neg_R2.mLb.clN_peak_6896	NC_064039.1	4829848	4830288	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5521394)	-promoter-TSS (Nvec_vc1.1_LOC5521394)	-28	Nvec_vc1.1_LOC5521394	Nvec_vc1.1_LOC5521394	Nvec_vc1.1_XM_001641129			LOC5521394			NA
Fox_neg_R2.mLb.clN_peak_12537	NC_064044.1	11792532	11792812	+	48	NA	TTS (Nvec_vc1.1_LOC5514707)	-TTS (Nvec_vc1.1_LOC5514707)	1244	Nvec_vc1.1_LOC5514707	Nvec_vc1.1_LOC5514707	Nvec_vc1.1_XM_048734584			LOC5514707			NA
Fox_neg_R2.mLb.clN_peak_14549	NC_064046.1	14676131	14676403	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5502329)	-promoter-TSS (Nvec_vc1.1_LOC5502329)	68	Nvec_vc1.1_LOC5502329	Nvec_vc1.1_LOC5502329	Nvec_vc1.1_XM_032370592			LOC5502329			NA
Fox_neg_R2.mLb.clN_peak_4403	NC_064037.1	3437608	3438077	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5507542)	-promoter-TSS (Nvec_vc1.1_LOC5507542)	-13	Nvec_vc1.1_LOC116616712	Nvec_vc1.1_LOC116616712	Nvec_vc1.1_XM_048727013			LOC116616712			NA
Fox_neg_R2.mLb.clN_peak_9766	NC_064041.1	16067535	16068620	+	48	NA	promoter-TSS (Nvec_v1g127328)	-promoter-TSS (Nvec_v1g127328)	-56	Nvec_v1g127328	Nvec_v1g127328	Nvec_v1g127328						NA
Fox_neg_R2.mLb.clN_peak_11102	NC_064043.1	4338404	4338789	+	48	NA	intron (Nvec_vc1.1_LOC5510214, intron 13 of 33)	-intron (Nvec_vc1.1_LOC5510214, intron 13 of 33)	7369	Nvec_vc1.1_LOC5510214	Nvec_vc1.1_LOC5510214	Nvec_vc1.1_XM_048733611			LOC5510214			NA
Fox_neg_R2.mLb.clN_peak_15664	NC_064048.1	5769018	5769223	+	48	NA	intron (Nvec_vc1.1_LOC5511368, intron 10 of 16)	-intron (Nvec_vc1.1_LOC5511368, intron 10 of 16)	-8921	Nvec_vc1.1_LOC5511360	Nvec_vc1.1_LOC5511360	Nvec_vc1.1_XM_001631718			LOC5511360			NA
Fox_neg_R2.mLb.clN_peak_13453	NC_064045.1	11769749	11770000	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC116603932)	-promoter-TSS (Nvec_vc1.1_LOC116603932)	98	Nvec_vc1.1_LOC116603932	Nvec_vc1.1_LOC116603932	Nvec_vc1.1_XM_032365595			LOC116603932			NA
Fox_neg_R2.mLb.clN_peak_1127	NC_064034.1	18751380	18751675	+	48	NA	exon (Nvec_vc1.1_LOC125563029, exon 1 of 1)	-exon (Nvec_vc1.1_LOC125563029, exon 1 of 1)	329	Nvec_vc1.1_LOC125563029	Nvec_vc1.1_LOC125563029	Nvec_vc1.1_XM_048727651			LOC125563029			NA
Fox_neg_R2.mLb.clN_peak_13150	NC_064045.1	6477233	6477484	+	48	NA	Intergenic	Intergenic	-2853	Nvec_vc1.1_LOC116615470	Nvec_vc1.1_LOC116615470	Nvec_vc1.1_XM_032377101			LOC116615470			NA
Fox_neg_R2.mLb.clN_peak_7970	NC_064040.1	4953348	4953929	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5501541)	-promoter-TSS (Nvec_vc1.1_LOC5501541)	28	Nvec_vc1.1_LOC5501541	Nvec_vc1.1_LOC5501541	Nvec_vc1.1_XM_032369856			LOC5501541			NA
Fox_neg_R2.mLb.clN_peak_9824	NC_064042.1	248886	249172	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5501526)	-promoter-TSS (Nvec_vc1.1_LOC5501526)	-518	Nvec_vc1.1_LOC5501526	Nvec_vc1.1_LOC5501526	Nvec_vc1.1_XM_032369827			LOC5501526			NA
Fox_neg_R2.mLb.clN_peak_11809	NC_064043.1	14279095	14280054	+	48	NA	Intergenic	Intergenic	-4391	Nvec_vc1.1_LOC116605532	Nvec_vc1.1_LOC116605532	Nvec_vc1.1_XM_048733906			LOC116605532			NA
Fox_neg_R2.mLb.clN_peak_13545	NC_064045.1	13076962	13077206	+	48	NA	Intergenic	Intergenic	-13570	Nvec_vc1.1_LOC125557120	Nvec_vc1.1_LOC125557120	Nvec_vc1.1_XM_048719428			LOC125557120			NA
Fox_neg_R2.mLb.clN_peak_9931	NC_064042.1	1720829	1721121	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC116616866)	-promoter-TSS (Nvec_vc1.1_LOC116616866)	69	Nvec_vc1.1_LOC116616866	Nvec_vc1.1_LOC116616866	Nvec_vc1.1_XM_048732690			LOC116616866			NA
Fox_neg_R2.mLb.clN_peak_5171	NC_064037.1	14778609	14779030	+	48	NA	Intergenic	Intergenic	7436	Nvec_vc1.1_LOC5501108	Nvec_vc1.1_LOC5501108	Nvec_vc1.1_XM_001622409			LOC5501108			NA
Fox_neg_R2.mLb.clN_peak_1300	NC_064034.1	21217603	21217851	+	48	NA	TTS (Nvec_vc1.1_LOC5518293)	-TTS (Nvec_vc1.1_LOC5518293)	2735	Nvec_vc1.1_LOC5518293	Nvec_vc1.1_LOC5518293	Nvec_vc1.1_XM_001638157			LOC5518293			NA
Fox_neg_R2.mLb.clN_peak_9001	NC_064041.1	3279207	3279523	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5507441)	-promoter-TSS (Nvec_vc1.1_LOC5507441)	45	Nvec_vc1.1_LOC5507441	Nvec_vc1.1_LOC5507441	Nvec_vc1.1_XM_032376091			LOC5507441			NA
Fox_neg_R2.mLb.clN_peak_14435	NC_064046.1	12863033	12863296	+	48	NA	exon (Nvec_vc1.1_LOC5519483, exon 1 of 6)	-exon (Nvec_vc1.1_LOC5519483, exon 1 of 6)	140	Nvec_vc1.1_LOC5519483	Nvec_vc1.1_LOC5519483	Nvec_vc1.1_XM_032364310			LOC5519483			NA
Fox_neg_R2.mLb.clN_peak_11012	NC_064043.1	3154780	3155187	+	48	NA	exon (Nvec_vc1.1_LOC5516415, exon 1 of 25)	-exon (Nvec_vc1.1_LOC5516415, exon 1 of 25)	102	Nvec_vc1.1_LOC5516415	Nvec_vc1.1_LOC5516415	Nvec_vc1.1_XM_032386256			LOC5516415			NA
Fox_neg_R2.mLb.clN_peak_13861	NC_064046.1	2792564	2792903	+	48	NA	intron (Nvec_vc1.1_LOC5513395, intron 2 of 3)	-intron (Nvec_vc1.1_LOC5513395, intron 2 of 3)	2037	Nvec_vc1.1_LOC5513395	Nvec_vc1.1_LOC5513395	Nvec_vc1.1_XM_032382863			LOC5513395			NA
Fox_neg_R2.mLb.clN_peak_12788	NC_064044.1	15972130	15972489	+	48	NA	TTS (Nvec_v1g129606)	-TTS (Nvec_v1g129606)	567	Nvec_v1g129606	Nvec_v1g129606	Nvec_v1g129606						NA
Fox_neg_R2.mLb.clN_peak_4767	NC_064037.1	8751107	8751675	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC125561985)	-promoter-TSS (Nvec_vc1.1_LOC125561985)	-519	Nvec_vc1.1_LOC125561985	Nvec_vc1.1_LOC125561985	Nvec_vc1.1_XM_048727167			LOC125561985			NA
Fox_neg_R2.mLb.clN_peak_4582	NC_064037.1	5897917	5898381	+	48	NA	intron (Nvec_vc1.1_LOC5509316, intron 2 of 10)	-intron (Nvec_vc1.1_LOC5509316, intron 2 of 10)	11469	Nvec_vc1.1_LOC5509316	Nvec_vc1.1_LOC5509316	Nvec_vc1.1_XM_032378223			LOC5509316			NA
Fox_neg_R2.mLb.clN_peak_8809	NC_064041.1	30285	30809	+	48	NA	intron (Nvec_vc1.1_LOC5505184, intron 2 of 9)	-intron (Nvec_vc1.1_LOC5505184, intron 2 of 9)	5137	Nvec_vc1.1_LOC5505184	Nvec_vc1.1_LOC5505184	Nvec_vc1.1_XM_048731060			LOC5505184			NA
Fox_neg_R2.mLb.clN_peak_893	NC_064034.1	14712679	14713134	+	48	NA	exon (Nvec_vc1.1_LOC116612213, exon 23 of 24)	-exon (Nvec_vc1.1_LOC116612213, exon 23 of 24)	10413	Nvec_vc1.1_LOC5515978	Nvec_vc1.1_LOC5515978	Nvec_vc1.1_XM_048724937			LOC5515978			NA
Fox_neg_R2.mLb.clN_peak_7814	NC_064040.1	2580076	2580678	+	48	NA	intron (Nvec_vc1.1_LOC116615095, intron 9 of 14)	-intron (Nvec_vc1.1_LOC116615095, intron 9 of 14)	5339	Nvec_vc1.1_LOC116615095	Nvec_vc1.1_LOC116615095	Nvec_vc1.1_XM_048729951			LOC116615095			NA
Fox_neg_R2.mLb.clN_peak_2003	NC_064035.1	9471535	9472444	+	48	NA	exon (Nvec_vc1.1_LOC116604314, exon 1 of 42)	-exon (Nvec_vc1.1_LOC116604314, exon 1 of 42)	310	Nvec_vc1.1_LOC116604314	Nvec_vc1.1_LOC116604314	Nvec_vc1.1_XM_048723942			LOC116604314			NA
Fox_neg_R2.mLb.clN_peak_4558	NC_064037.1	5569918	5570199	+	48	NA	TTS (Nvec_vc1.1_LOC5500903)	-TTS (Nvec_vc1.1_LOC5500903)	8702	Nvec_vc1.1_LOC5500903	Nvec_vc1.1_LOC5500903	Nvec_vc1.1_XM_032369283			LOC5500903			NA
Fox_neg_R2.mLb.clN_peak_275	NC_064034.1	4509691	4510204	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5517136)	-promoter-TSS (Nvec_vc1.1_LOC5517136)	-43	Nvec_vc1.1_LOC5517136	Nvec_vc1.1_LOC5517136	Nvec_vc1.1_XM_001637113			LOC5517136			NA
Fox_neg_R2.mLb.clN_peak_7045	NC_064039.1	6990442	6990918	+	48	NA	exon (Nvec_vc1.1_LOC5515075, exon 3 of 4)	-exon (Nvec_vc1.1_LOC5515075, exon 3 of 4)	7793	Nvec_vc1.1_LOC5515075	Nvec_vc1.1_LOC5515075	Nvec_vc1.1_XM_048729619			LOC5515075			NA
Fox_neg_R2.mLb.clN_peak_15679	NC_064048.1	5937644	5937909	+	48	NA	intron (Nvec_vc1.1_LOC116617730, intron 10 of 18)	-intron (Nvec_vc1.1_LOC116617730, intron 10 of 18)	14274	Nvec_vc1.1_LOC116617734	Nvec_vc1.1_LOC116617734	Nvec_vc1.1_XM_048722317			LOC116617734			NA
Fox_neg_R2.mLb.clN_peak_11780	NC_064043.1	13922484	13923520	+	48	NA	TTS (Nvec_vc1.1_LOC116601425)	-TTS (Nvec_vc1.1_LOC116601425)	1212	Nvec_vc1.1_LOC116601425	Nvec_vc1.1_LOC116601425	Nvec_vc1.1_XM_032362200			LOC116601425			NA
Fox_neg_R2.mLb.clN_peak_7198	NC_064039.1	9537316	9537687	+	48	NA	exon (Nvec_vc1.1_LOC5519860, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5519860, exon 1 of 1)	1466	Nvec_vc1.1_LOC5519860	Nvec_vc1.1_LOC5519860	Nvec_vc1.1_XM_032364770			LOC5519860			NA
Fox_neg_R2.mLb.clN_peak_15371	NC_064048.1	898189	898869	+	48	NA	intron (Nvec_vc1.1_LOC5513461, intron 1 of 9)	-intron (Nvec_vc1.1_LOC5513461, intron 1 of 9)	666	Nvec_vc1.1_LOC5513461	Nvec_vc1.1_LOC5513461	Nvec_vc1.1_XM_032383015			LOC5513461			NA
Fox_neg_R2.mLb.clN_peak_7640	NC_064039.1	16208555	16208827	+	48	NA	Intergenic	Intergenic	-6016	Nvec_vc1.1_LOC5501511	Nvec_vc1.1_LOC5501511	Nvec_vc1.1_XM_032369797			LOC5501511			NA
Fox_neg_R2.mLb.clN_peak_7921	NC_064040.1	4296905	4297409	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5509738)	-promoter-TSS (Nvec_vc1.1_LOC5509738)	99	Nvec_vc1.1_LOC5509738	Nvec_vc1.1_LOC5509738	Nvec_vc1.1_XM_001630148			LOC5509738			NA
Fox_neg_R2.mLb.clN_peak_15205	NC_064047.1	11976612	11976848	+	48	NA	intron (Nvec_vc1.1_LOC116617352, intron 4 of 6)	-intron (Nvec_vc1.1_LOC116617352, intron 4 of 6)	-4636	Nvec_vc1.1_LOC116612996	Nvec_vc1.1_LOC116612996	Nvec_vc1.1_XM_048722258			LOC116612996			NA
Fox_neg_R2.mLb.clN_peak_12306	NC_064044.1	7908046	7908659	+	48	NA	exon (Nvec_vc1.1_LOC5518385, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5518385, exon 1 of 1)	1267	Nvec_vc1.1_LOC5518385	Nvec_vc1.1_LOC5518385	Nvec_vc1.1_XM_032363097			LOC5518385			NA
Fox_neg_R2.mLb.clN_peak_14901	NC_064047.1	6247601	6248026	+	48	NA	intron (Nvec_vc1.1_LOC5513843, intron 16 of 16)	-intron (Nvec_vc1.1_LOC5513843, intron 16 of 16)	8017	Nvec_vc1.1_LOC5513868	Nvec_vc1.1_LOC5513868	Nvec_vc1.1_XM_001634029			LOC5513868			NA
Fox_neg_R2.mLb.clN_peak_9980	NC_064042.1	2551844	2552204	+	48	NA	intron (Nvec_vc1.1_LOC5511674, intron 12 of 12)	-intron (Nvec_vc1.1_LOC5511674, intron 12 of 12)	12312	Nvec_NVE25581	Nvec_NVE25581	Nvec_NVE25581						NA
Fox_neg_R2.mLb.clN_peak_15608	NC_064048.1	4780092	4780517	+	48	NA	promoter-TSS (Nvec_NVE198)	-promoter-TSS (Nvec_NVE198)	-77	Nvec_NVE198	Nvec_NVE198	Nvec_NVE198						NA
Fox_neg_R2.mLb.clN_peak_14917	NC_064047.1	6476551	6476775	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5505118)	-promoter-TSS (Nvec_vc1.1_LOC5505118)	49	Nvec_vc1.1_LOC5505118	Nvec_vc1.1_LOC5505118	Nvec_vc1.1_XM_032373521			LOC5505118			NA
Fox_neg_R2.mLb.clN_peak_11416	NC_064043.1	9088723	9088965	+	48	NA	Intergenic	Intergenic	-4507	Nvec_vc1.1_LOC5513549	Nvec_vc1.1_LOC5513549	Nvec_vc1.1_XM_001633785			LOC5513549			NA
Fox_neg_R2.mLb.clN_peak_11526	NC_064043.1	10625171	10625456	+	48	NA	Intergenic	Intergenic	-12991	Nvec_vc1.1_LOC116603071	Nvec_vc1.1_LOC116603071	Nvec_vc1.1_XM_032364036			LOC116603071			NA
Fox_neg_R2.mLb.clN_peak_5163	NC_064037.1	14619197	14619881	+	48	NA	exon (Nvec_vc1.1_LOC5504826, exon 1 of 1)	-exon (Nvec_vc1.1_LOC5504826, exon 1 of 1)	249	Nvec_vc1.1_LOC5504826	Nvec_vc1.1_LOC5504826	Nvec_vc1.1_XM_032373174			LOC5504826			NA
Fox_neg_R2.mLb.clN_peak_5612	NC_064038.1	3006924	3007226	+	48	NA	exon (Nvec_vc1.1_LOC5503588, exon 1 of 21)	-exon (Nvec_vc1.1_LOC5503588, exon 1 of 21)	126	Nvec_vc1.1_LOC5503588	Nvec_vc1.1_LOC5503588	Nvec_vc1.1_XM_032371887			LOC5503588			NA
Fox_neg_R2.mLb.clN_peak_4317	NC_064037.1	2169342	2170420	+	48	NA	intron (Nvec_vc1.1_LOC5511612, intron 2 of 30)	-intron (Nvec_vc1.1_LOC5511612, intron 2 of 30)	4336	Nvec_vc1.1_LOC5511612	Nvec_vc1.1_LOC5511612	Nvec_vc1.1_XM_048725955			LOC5511612			NA
Fox_neg_R2.mLb.clN_peak_6301	NC_064038.1	13903873	13904176	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5513998)	-promoter-TSS (Nvec_vc1.1_LOC5513998)	112	Nvec_vc1.1_LOC5500532	Nvec_vc1.1_LOC5500532	Nvec_vc1.1_XM_048727568			LOC5500532			NA
Fox_neg_R2.mLb.clN_peak_7887	NC_064040.1	3738927	3739189	+	48	NA	exon (Nvec_vc1.1_LOC5514957, exon 1 of 3)	-exon (Nvec_vc1.1_LOC5514957, exon 1 of 3)	105	Nvec_vc1.1_LOC5514957	Nvec_vc1.1_LOC5514957	Nvec_vc1.1_XM_001635024			LOC5514957			NA
Fox_neg_R2.mLb.clN_peak_9519	NC_064041.1	11847246	11847666	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5515332)	-promoter-TSS (Nvec_vc1.1_LOC5515332)	-775	Nvec_vc1.1_LOC5515332	Nvec_vc1.1_LOC5515332	Nvec_vc1.1_XM_048731809			LOC5515332			NA
Fox_neg_R2.mLb.clN_peak_15577	NC_064048.1	4267415	4268165	+	48	NA	Intergenic	Intergenic	-3662	Nvec_vc1.1_LOC116620006	Nvec_vc1.1_LOC116620006	Nvec_vc1.1_XM_032385438			LOC116620006			NA
Fox_neg_R2.mLb.clN_peak_576	NC_064034.1	9348987	9349606	+	48	NA	intron (Nvec_vc1.1_LOC116603727, intron 1 of 2)	-intron (Nvec_vc1.1_LOC116603727, intron 1 of 2)	276	Nvec_vc1.1_LOC116603727	Nvec_vc1.1_LOC116603727	Nvec_vc1.1_XM_032365367			LOC116603727			NA
Fox_neg_R2.mLb.clN_peak_4525	NC_064037.1	5154856	5155134	+	48	NA	promoter-TSS (Nvec_vc1.1_LOC5499032)	-promoter-TSS (Nvec_vc1.1_LOC5499032)	77	Nvec_vc1.1_LOC5499032	Nvec_vc1.1_LOC5499032	Nvec_vc1.1_XM_001620627			LOC5499032			NA
Fox_neg_R2.mLb.clN_peak_13472	NC_064045.1	12075842	12076736	+	48	NA	TTS (Nvec_vc1.1_LOC5520637)	-TTS (Nvec_vc1.1_LOC5520637)	17087	Nvec_vc1.1_LOC5520526	Nvec_vc1.1_LOC5520526	Nvec_vc1.1_XM_032365672			LOC5520526			NA
Fox_neg_R2.mLb.clN_peak_4299	NC_064037.1	1938830	1939259	+	48	NA	intron (Nvec_vc1.1_LOC5509215, intron 1 of 6)	-intron (Nvec_vc1.1_LOC5509215, intron 1 of 6)	1672	Nvec_vc1.1_LOC5509215	Nvec_vc1.1_LOC5509215	Nvec_vc1.1_XM_048726159			LOC5509215			NA
